date, pm25, pm10, o3, no2, so2, co
2017/4/21, 109, 29, 5, , , 
2017/4/22, 68, 30, , 6, , 16
2017/4/23, 69, , , , , 
2017/4/25, 39, 31, 4, , , 
2017/4/26, 62, 24, 7, , , 
2017/4/27, 55, 24, 9, , , 
2017/4/28, 49, 18, 9, , , 
2017/4/29, 39, 17, 6, , , 
2017/4/30, 32, 13, 6, 3, , 4
2017/5/1, 20, 15, 6, 3, , 3
2017/5/2, 23, 32, 2, 6, , 
2017/5/3, 65, 40, 1, 7, , 
2017/5/4, 87, 26, 5, 5, , 10
2017/5/5, 52, 33, 3, 7, , 7
2017/5/6, 67, 19, , 6, , 8
2017/5/7, 44, , , 9, 1, 
2017/5/9, 76, 44, , 12, , 6
2017/5/10, 104, 43, 3, 9, , 7
2017/5/11, 99, 48, 2, 8, , 7
2017/5/12, 96, 45, 5, 9, , 8
2017/5/13, 109, , , 8, , 6
2017/5/16, 80, 22, 6, 5, , 6
2017/5/17, 46, 39, 5, 10, , 10
2017/5/18, 76, 24, 6, 4, , 5
2017/5/19, 44, 22, 7, 4, , 6
2017/5/20, 40, 18, 6, 3, , 3
2017/5/21, 33, 13, 3, 6, , 8
2017/5/22, 15, 25, , 7, , 13
2017/5/23, 47, 22, 4, 4, , 5
2017/5/24, 35, 17, 4, 3, , 2
2017/5/25, 30, 17, 5, 2, , 3
2017/5/26, 25, 17, 6, 4, , 5
2017/5/27, 30, 16, 8, 6, , 4
2017/5/28, 28, 16, 7, 3, , 2
2017/5/29, 27, 17, 6, 4, , 3
2017/5/30, 28, 15, 6, 3, , 5
2017/5/31, 9, 19, 5, 3, , 5
2017/6/1, 24, 21, 4, 3, , 5
2017/6/2, 49, 17, 4, 3, , 6
2017/6/8, 20, 35, 4, 8, , 13
2017/6/9, 55, 39, 4, 9, , 11
2017/6/10, 58, 20, 6, 5, , 5
2017/6/11, 30, 26, 6, 4, , 4
2017/6/12, 55, 32, 7, 8, , 8
2017/6/13, 61, 23, 5, 6, , 7
2017/6/14, 34, 18, 5, 3, , 
2017/6/15, 25, 27, 4, 5, , 7
2017/6/16, 38, 24, , 5, , 6
2017/6/17, 66, , , 7, , 8
2017/6/21, 41, 15, 4, 2, , 3
2017/6/22, 23, 20, 5, 4, , 5
2017/6/23, 31, 18, 5, 5, , 6
2017/6/24, 29, 16, 5, 3, , 
2017/6/25, 26, 11, 5, 1, , 
2017/6/26, 15, 18, 5, 4, , 
2017/6/27, 33, 32, 3, 6, , 16
2017/6/28, 59, 34, 7, 6, , 6
2017/6/29, 61, 24, 7, 4, , 5
2017/6/30, 37, 16, 6, 3, , 1
2017/7/1, 24, , , , , 
2017/1/3, 18, 19, 8, , , 
2017/1/4, 41, 32, 8, , , 
2017/1/5, 61, 39, 4, , , 
2017/1/6, 77, 16, 6, , , 
2017/1/7, 27, 14, 7, , , 
2017/1/8, 20, 19, 6, , , 
2017/1/9, 33, 21, 4, , , 
2017/1/10, 49, 36, 5, , , 
2017/1/11, 72, 30, 6, , , 
2017/1/12, 63, 16, 8, , , 
2017/1/13, 60, 45, 15, , , 
2017/1/14, 79, 43, 10, , , 
2017/1/15, 95, , , , , 
2017/1/17, 73, 41, 9, , , 
2017/1/18, 75, 43, 3, , , 
2017/1/19, 94, 34, 6, , , 
2017/1/20, 65, 50, 10, , , 
2017/1/21, 90, 31, 9, , , 
2017/1/22, 54, 25, 14, , , 
2017/1/23, 39, 40, 13, , , 
2017/1/24, 69, 44, 14, , , 
2017/1/25, 86, 22, 8, , , 
2017/1/26, 42, 18, 5, , , 
2017/1/27, 26, 19, 5, , , 
2017/1/28, 29, 28, 5, , , 
2017/1/29, 51, 17, 5, , , 
2017/1/30, 26, 38, 3, , , 
2017/1/31, 67, 21, 5, , , 
2017/2/1, 37, 27, 6, , , 
2017/2/2, 44, 29, 9, , , 
2017/2/3, 50, 20, 5, , , 
2017/2/4, 36, 24, 13, , , 
2017/2/5, 37, 20, 14, , , 
2017/2/6, 38, 22, 13, , , 
2017/2/7, 32, 20, 15, , , 
2017/2/8, 37, 27, 13, , , 
2017/2/9, 45, 44, 17, , , 
2017/2/10, 83, 49, 12, , , 
2017/2/11, 95, 47, 16, , , 
2017/2/12, 92, 36, 7, , , 
2017/2/13, 70, , , , , 
2017/2/16, 76, 39, 5, , , 
2017/2/17, 74, 39, 3, , , 
2017/2/18, 73, 40, 14, , , 
2017/2/19, 80, 46, 16, , , 
2017/2/20, 97, 52, 9, , , 
2017/2/21, 107, 46, 13, , , 
2017/2/22, 93, 43, 12, , , 
2017/2/23, 79, 44, 8, , , 
2017/2/24, 85, 37, 5, , , 
2017/2/25, 78, 34, 3, , , 
2017/2/26, 70, 32, 8, , , 
2017/2/27, 65, 31, 7, , , 
2017/2/28, 60, 35, 13, , , 
2017/3/1, 75, 24, 1, , , 
2017/3/2, 33, 24, 10, , , 
2017/3/3, 37, 19, 9, , , 
2017/3/4, 33, 20, 7, , , 
2017/3/5, 38, 17, 3, , , 
2017/3/6, 34, 41, , , , 
2017/3/7, 102, 39, 5, , , 
2017/3/8, 86, 34, , , , 
2017/3/9, 72, 23, 6, , , 
2017/3/10, 46, 27, 6, , , 
2017/3/11, 54, 32, 5, , , 
2017/3/12, 65, 30, 2, , , 
2017/3/13, 74, 35, 5, , , 
2017/3/14, 80, 31, 7, , , 
2017/3/15, 70, 41, 6, , , 
2017/3/16, 87, 40, 10, , , 
2017/3/17, 81, 48, 9, , , 
2017/3/18, 102, 40, 13, , , 
2017/3/19, 87, 33, 12, , , 
2017/3/20, 86, 33, 11, , , 
2017/3/21, 102, 33, 4, , , 
2017/3/22, 110, 33, 8, , , 
2017/3/23, 75, 33, 5, , , 
2017/3/24, 90, 33, 2, , , 
2017/3/25, 82, 33, 2, , , 
2017/3/26, 111, 33, 5, , , 
2017/3/28, 95, 38, 5, , , 
2017/3/29, 87, 31, 6, , , 
2017/3/30, 57, 43, 3, , , 
2017/3/31, 87, 26, 7, , , 
2017/4/1, 45, 18, 9, , , 
2016/10/2, 72, 24, 11, 6, , 4
2016/10/3, 48, 36, 8, 11, 1, 8
2016/10/4, 70, 35, 8, 11, 1, 9
2016/10/5, 73, 36, 11, 9, 1, 5
2016/10/6, 68, 31, 9, 9, 1, 4
2016/10/7, 55, 44, 6, 12, 1, 
2016/10/8, 91, 38, 10, 10, , 
2016/10/9, 76, 21, 11, 6, , 
2016/10/10, 35, 31, 9, 8, , 
2016/10/11, 45, 30, 9, 10, , 
2016/10/12, 59, 30, 5, 11, 1, 7
2016/10/13, 66, 32, 11, 10, , 
2016/10/14, 64, 21, 9, 8, , 
2016/10/15, 38, 16, 12, 6, , 
2016/10/16, 22, 15, 14, 5, , 
2016/10/17, 21, 18, 13, 8, , 
2016/10/18, 34, 23, 13, 9, , 6
2016/10/19, 41, 23, 11, 9, , 6
2016/10/20, 42, 20, 10, 6, , 5
2016/10/21, 31, 29, 7, 10, 1, 11
2016/10/22, 54, 33, 9, 9, 1, 9
2016/10/23, 60, 27, 11, 7, , 5
2016/10/24, 52, 43, 13, 11, 1, 8
2016/10/25, 90, 42, 3, 12, 1, 9
2016/10/26, 88, 46, 4, 11, 1, 7
2016/10/27, 98, 51, 13, 10, 1, 9
2016/10/28, 105, 42, 6, 11, 1, 10
2016/10/29, 100, 32, 5, 9, , 9
2016/10/30, 66, , , , , 
2016/11/3, 71, 37, 8, 8, , 7
2016/11/4, 74, 16, 10, 4, , 4
2016/11/5, 36, 13, 8, 5, , 3
2016/11/6, 23, 18, 6, 6, , 2
2016/11/7, 36, , , , , 
2016/11/9, 81, 29, 6, 8, 1, 8
2016/11/10, 57, 33, 7, 9, 1, 10
2016/11/11, 67, 26, 4, 7, , 9
2016/11/12, 55, 40, 8, 8, 1, 9
2016/11/13, 82, 30, 13, 7, , 5
2016/11/14, 61, 23, 11, 6, , 4
2016/11/15, 47, 23, 9, 6, , 5
2016/11/16, 48, 32, 9, 8, , 4
2016/11/17, 62, 30, 9, 7, , 6
2016/11/18, 61, 33, 5, 10, 1, 8
2016/11/19, 72, 31, 2, 10, 1, 10
2016/11/20, 68, 28, 6, 6, 1, 6
2016/11/21, 55, 39, 11, 7, 1, 6
2016/11/22, 69, 42, 8, 11, 1, 10
2016/11/23, 88, 25, 3, 8, 1, 14
2016/11/24, 48, 44, 6, 11, 1, 15
2016/11/25, 88, 36, 5, 10, 1, 13
2016/11/26, 70, 30, 2, 11, 1, 15
2016/11/27, 65, 35, 7, 11, 1, 11
2016/11/28, 77, 40, 5, 11, 1, 10
2016/11/29, 86, 34, 4, 10, 1, 10
2016/11/30, 70, 39, 5, 8, 1, 8
2016/12/1, 77, 43, 3, 10, , 8
2016/12/2, 80, 46, 4, 11, , 9
2016/12/3, 90, 33, 2, 9, , 10
2016/12/4, 68, 20, 7, 4, , 7
2016/12/5, 34, 27, 5, 6, , 9
2016/12/6, 48, 19, 6, 5, , 11
2016/12/7, 34, 17, 6, 5, , 9
2016/12/8, 36, 31, 7, 6, 1, 7
2016/12/9, 61, 45, 6, 11, , 7
2016/12/10, 108, 20, 7, 6, , 8
2016/12/11, 37, 20, 10, 5, , 7
2016/12/12, 38, 23, 8, 7, , 7
2016/12/13, 45, 29, 6, 8, , 13
2016/12/14, 54, 35, 10, 10, , 11
2016/12/15, 65, 39, 9, 8, , 8
2016/12/16, 72, 54, 8, 12, , 8
2016/12/17, 109, 40, 15, 10, , 7
2016/12/18, 84, 25, 9, 6, , 5
2016/12/19, 49, 46, 10, 12, 1, 10
2016/12/20, 94, 37, 10, 11, 1, 7
2016/12/21, 76, 42, 2, 10, 1, 7
2016/12/22, 94, 37, 21, 8, 1, 9
2016/12/23, 75, 51, 3, 11, 1, 
2016/12/24, 120, 21, 8, 4, , 
2016/12/25, 43, 30, 9, 4, , 
2016/12/26, 70, 35, 8, 7, , 
2016/12/27, 74, 34, 5, 10, 1, 11
2016/12/28, 71, 23, 6, 7, 1, 8
2016/12/29, 47, 25, 7, 8, 1, 10
2016/12/30, 48, 21, 5, 6, 1, 8
2016/12/31, 43, 18, 5, 4, , 6
2017/1/1, 37, 12, 7, 1, , 3
2017/1/2, 20, 12, 8, , , 
2016/7/2, 31, 15, 6, 2, , 4
2016/7/3, 21, 19, 7, 3, , 4
2016/7/4, 29, 51, 9, 1, , 2
2016/7/5, 19, 21, 4, 3, , 4
2016/7/6, 31, 29, 2, 5, , 7
2016/7/7, 55, 21, 5, 3, , 5
2016/7/8, 29, 16, 7, 2, , 2
2016/7/9, 19, 15, 9, 2, , 2
2016/7/10, 18, 13, 10, 1, , 1
2016/7/11, 18, 17, 7, 3, , 4
2016/7/12, 23, 28, 7, 4, , 5
2016/7/13, 41, 17, 9, 3, , 4
2016/7/14, 20, 20, 3, 7, , 6
2016/7/15, 25, 22, 1, 7, , 7
2016/7/16, 36, 28, , 8, , 8
2016/7/17, 54, 16, , 3, , 6
2016/7/18, 21, 17, 4, 4, , 6
2016/7/19, 23, 20, 6, 6, , 7
2016/7/20, 35, 17, 7, 3, , 4
2016/7/21, 24, 21, 6, 3, , 6
2016/7/22, 29, 24, 5, 5, , 7
2016/7/23, 38, 20, 6, 4, , 6
2016/7/24, 35, 27, 7, 7, , 6
2016/7/25, 50, 16, 6, 4, , 5
2016/7/26, 24, 22, 7, 4, , 7
2016/7/27, 32, 19, 7, 5, , 5
2016/7/28, 29, 17, 7, , , 4
2016/7/29, 22, 17, 7, 4, 6, 5
2016/7/30, 20, 14, 4, 6, , 8
2016/7/31, 30, , , , , 
2016/8/5, 40, 19, 6, 6, , 8
2016/8/6, 41, 22, 8, 5, , 7
2016/8/7, 40, , , , , 
2016/8/17, 32, , , , , 
2016/9/20, 27, 18, 10, 5, , 4
2016/9/21, 32, 18, 9, 5, , 5
2016/9/22, 31, 19, 7, 7, , 7
2016/9/23, 34, 19, 8, 5, , 7
2016/9/24, 32, 18, 9, 4, , 4
2016/9/25, 28, 16, 9, 4, , 3
2016/9/26, 27, 20, 8, 5, , 7
2016/9/27, 31, 19, 8, 4, , 5
2016/9/28, 37, 21, 9, 7, , 8
2016/9/29, 37, 43, 7, 10, , 8
2016/9/30, 81, 35, 8, 14, 1, 10
2016/10/1, 73, 37, 10, 9, , 7
2016/4/2, 96, 41, 4, 14, , 12
2016/4/3, 78, 45, 15, 10, , 8
2016/4/4, 89, 40, 7, 15, , 13
2016/4/5, 86, 50, 4, 17, , 13
2016/4/6, 91, 35, 10, 11, , 10
2016/4/7, 62, 28, 7, 8, , 9
2016/4/8, 44, 26, 8, 8, , 11
2016/4/9, 44, 22, 1, 10, , 10
2016/4/10, 35, , , , , 7
2016/4/12, 97, 38, 4, 15, , 12
2016/4/13, 78, 46, 7, 11, , 10
2016/4/14, 88, 45, 9, 12, 1, 
2016/4/15, 79, 28, 12, 9, , 
2016/4/16, 58, 27, 12, 7, , 
2016/4/21, 38, 24, 5, 6, , 5
2016/4/22, 41, 20, 4, 5, , 5
2016/4/23, 30, 28, 4, 8, , 7
2016/4/24, 44, 28, 2, 8, , 6
2016/4/25, 57, 46, 4, 11, , 9
2016/4/26, 92, 41, 4, 11, 1, 10
2016/4/27, 78, 47, 5, 11, , 10
2016/4/28, 89, 38, 5, 10, , 9
2016/4/29, 73, 33, 4, 10, , 8
2016/4/30, 60, 28, 5, 6, , 
2016/5/1, 45, 15, 5, 4, , 
2016/5/2, 20, 24, 4, 5, , 
2016/5/3, 39, 37, 3, 7, , 
2016/5/4, 72, 43, 4, 8, 1, 7
2016/5/5, 77, 29, 4, 6, 1, 8
2016/5/6, 48, 27, 4, 6, 1, 9
2016/5/7, 44, 26, , 5, 1, 16
2016/5/8, 50, , , , , 
2016/5/11, 50, 23, 5, 7, 1, 10
2016/5/12, 35, 21, 6, 4, , 7
2016/5/13, 35, 27, 7, 7, 1, 8
2016/5/14, 46, 17, 5, 4, , 5
2016/5/15, 28, 13, 6, 2, , 3
2016/5/16, 21, 18, 5, 3, , 5
2016/5/17, 30, 17, 8, 4, , 4
2016/5/18, 30, 18, 6, 6, , 6
2016/5/19, 34, 17, 7, 5, , 6
2016/5/20, 32, 18, 7, 3, , 5
2016/5/21, 29, 21, 2, 5, , 5
2016/5/22, 34, , , , , 
2016/5/24, 28, 21, 5, 4, , 6
2016/5/25, 34, 27, 4, 7, , 8
2016/5/26, 43, 35, 2, 8, 1, 10
2016/5/27, 66, 38, 1, 6, 1, 9
2016/5/28, 63, 22, , 4, , 
2016/5/29, 35, 24, , 4, , 
2016/5/30, 41, 29, , 6, , 
2016/5/31, 58, 23, , 6, , 7
2016/6/1, 43, 20, , 4, , 7
2016/6/2, 30, 21, , 5, , 6
2016/6/3, 38, 30, 10, 6, , 9
2016/6/4, 55, 44, 11, 4, , 6
2016/6/5, 74, 33, 11, 5, 1, 5
2016/6/6, 58, 23, 10, 6, , 5
2016/6/7, 48, 33, 11, 8, 8, 12
2016/6/8, 75, 19, 11, 5, , 5
2016/6/9, 40, 18, 10, 6, , 5
2016/6/10, 50, 20, 11, 5, , 5
2016/6/11, 51, 17, 12, 5, , 5
2016/6/12, 41, 16, 12, 4, , 4
2016/6/13, 36, 15, 12, 4, , 5
2016/6/14, 42, 20, 12, 5, , 5
2016/6/15, 48, 19, 12, 4, , 5
2016/6/16, 48, 16, 12, 3, 1, 5
2016/6/17, 37, 16, 12, 4, 1, 5
2016/6/18, 41, 17, 5, 4, 1, 5
2016/6/19, 42, 15, 6, 3, 1, 4
2016/6/20, 35, 16, 5, 3, 1, 4
2016/6/21, 40, 20, 7, 3, , 4
2016/6/22, 36, 18, 6, 3, , 4
2016/6/23, 22, 19, 6, 4, , 4
2016/6/24, 35, 17, 5, 4, , 5
2016/6/25, 26, 19, 7, 5, , 7
2016/6/26, 26, 16, 8, 3, , 3
2016/6/27, 20, 20, 7, 2, , 3
2016/6/28, 28, 18, 7, 2, , 4
2016/6/29, 24, 19, 7, 3, , 5
2016/6/30, 25, 20, 5, 3, , 4
2016/7/1, 30, 25, 13, 2, , 4
2016/1/5, 67, 47, 11, 10, 1, 7
2016/1/6, 87, 34, 6, 9, , 7
2016/1/7, 75, 44, 23, 6, , 6
2016/1/8, 91, 48, 10, 8, 1, 6
2016/1/9, 93, 44, 18, 7, , 5
2016/1/10, 91, , , , , 
2016/1/13, 106, 51, 14, 11, , 5
2016/1/14, 102, 56, 12, 14, 1, 8
2016/1/15, 116, 46, 7, 13, , 9
2016/1/16, 95, 36, 10, 11, , 8
2016/1/17, 71, 46, 18, 8, 1, 6
2016/1/18, 94, 47, 11, 12, , 7
2016/1/19, 94, 53, 15, 13, 1, 9
2016/1/20, 106, 61, 11, 14, 1, 12
2016/1/21, 124, 64, 12, 15, 1, 
2016/1/22, 128, 63, 13, 11, , 
2016/1/23, 129, 52, 13, 11, 1, 
2016/1/24, 108, 44, 13, 10, , 
2016/1/25, 95, 47, 13, 12, 2, 8
2016/1/26, 95, 54, 13, 13, , 7
2016/1/27, 108, 40, 11, 12, , 3
2016/1/28, 81, 50, 7, 14, 1, 11
2016/1/29, 97, 64, 14, 12, , 10
2016/1/30, 126, 59, 15, 12, , 11
2016/1/31, 124, 56, 16, 8, , 8
2016/2/1, 124, 39, 9, 13, , 11
2016/2/2, 90, 54, 9, 13, 1, 13
2016/2/3, 119, 67, 13, 13, , 14
2016/2/4, 137, 57, 10, 15, , 9
2016/2/5, 124, 48, 8, 13, , 10
2016/2/6, 99, 34, 9, 8, , 6
2016/2/7, 85, 27, 7, 6, , 6
2016/2/8, 61, 26, 5, 5, , 6
2016/2/9, 57, 22, 6, 5, , 5
2016/2/10, 54, 21, 6, 4, , 5
2016/2/11, 41, 23, 10, 4, , 5
2016/2/12, 34, 25, 9, 5, , 5
2016/2/13, 47, 33, 10, 9, , 5
2016/2/14, 62, 23, 9, 4, , 4
2016/2/15, 41, 26, 6, 7, , 7
2016/2/16, 45, 21, 7, 5, , 6
2016/2/17, 37, 31, 9, 7, , 8
2016/2/18, 63, 39, 9, 10, , 9
2016/2/19, 76, 27, 10, 8, , 5
2016/2/20, 59, 28, 10, 9, , 5
2016/2/21, 60, 22, 10, 7, , 
2016/2/22, 41, 36, 7, 7, , 
2016/2/23, 69, 30, 8, 8, , 10
2016/2/24, 57, 31, 9, 8, , 10
2016/2/25, 62, 47, 9, 12, 1, 10
2016/2/26, 100, 60, 7, 12, , 8
2016/2/27, 114, 43, 16, 9, , 7
2016/2/28, 79, 26, 10, 6, , 5
2016/2/29, 52, 38, 9, 10, , 7
2016/3/1, 76, 49, 12, 11, , 11
2016/3/2, 99, 43, 7, 10, , 8
2016/3/3, 87, 33, 8, 8, , 7
2016/3/4, 66, 54, 14, 11, , 10
2016/3/5, 105, 54, 15, 12, , 10
2016/3/6, 107, 50, 15, 10, , 8
2016/3/7, 103, 63, 11, 12, , 9
2016/3/8, 130, 53, 13, 9, , 8
2016/3/9, 110, 57, 13, 11, , 9
2016/3/10, 121, 57, 13, 15, , 10
2016/3/11, 120, 55, 17, 14, , 16
2016/3/12, 123, 47, 21, 14, , 8
2016/3/13, 105, 48, 20, 9, , 7
2016/3/14, 100, 55, 9, 11, , 8
2016/3/15, 116, 38, 14, 10, , 8
2016/3/16, 81, 30, 12, 10, , 7
2016/3/17, 64, 30, 8, 9, , 5
2016/3/18, 64, 20, 9, 7, , 
2016/3/19, 35, 20, 9, 4, , 
2016/3/20, 35, 21, 9, 3, , 
2016/3/21, 44, 23, 11, 3, , 
2016/3/22, 47, 27, 11, 6, , 7
2016/3/23, 59, 34, 9, 6, , 8
2016/3/24, 79, 27, 16, 6, , 8
2016/3/25, 56, 26, 14, 5, , 6
2016/3/26, 59, 28, 11, 5, , 6
2016/3/27, 60, 35, 11, 6, , 7
2016/3/28, 76, 35, 11, 12, , 7
2016/3/29, 80, , , 12, , 9
2016/3/31, 71, 45, 6, 13, , 11
2016/4/1, 88, 47, 7, 13, , 13
2015/10/16, 24, 20, 8, , , 
2015/10/17, 24, 25, 9, , , 
2015/10/18, 28, 21, 10, , , 
2015/10/19, 33, 26, 10, , , 
2015/10/20, 42, 28, 14, , , 
2015/10/21, 49, 28, 10, , , 
2015/10/22, 47, 44, 7, , , 
2015/10/23, 82, 29, 8, , , 
2015/10/24, 47, 30, 7, , , 
2015/10/25, 56, 20, 11, , , 
2015/10/26, 35, 21, 11, , , 
2015/10/27, 38, 24, 11, , , 
2015/10/28, 38, 23, 8, , , 
2015/10/29, 38, 32, 7, , , 
2015/10/30, 61, 41, 8, , , 
2015/10/31, 73, 60, 10, , , 
2015/11/1, 128, 33, 9, , , 
2015/11/2, 67, 31, 9, , , 
2015/11/3, 53, 44, 7, , , 
2015/11/4, 79, 45, 5, , , 
2015/11/5, 75, 49, 2, , , 
2015/11/6, 86, 46, 7, , , 
2015/11/7, 94, 38, 5, , , 
2015/11/8, 70, 18, 10, , , 
2015/11/9, 20, 19, 10, , , 
2015/11/10, 26, 20, 10, , , 
2015/11/11, 29, 19, 13, , , 
2015/11/12, 30, 26, 11, , , 
2015/11/13, 42, 22, 7, , , 
2015/11/14, 32, 19, 7, , , 
2015/11/15, 22, 17, 7, , , 
2015/11/16, 22, 20, 8, , , 
2015/11/17, 26, 18, 5, , , 
2015/11/18, 26, 30, 5, , , 
2015/11/19, 48, 47, 3, , , 
2015/11/20, 85, 51, 7, , , 
2015/11/21, 98, 40, 4, , , 
2015/11/22, 69, 19, 8, , , 
2015/11/23, 27, 33, 6, , , 
2015/11/24, 53, 32, 6, , , 
2015/11/25, 52, 24, 7, , , 
2015/11/26, 33, 26, 6, , , 
2015/11/27, 40, 33, 7, , , 
2015/11/28, 56, 44, 7, , , 
2015/11/29, 73, 32, 9, , , 
2015/11/30, 50, 22, 6, , , 
2015/12/1, 33, 22, 9, , , 
2015/12/2, 36, 22, 10, , , 
2015/12/3, 33, 35, 5, , , 
2015/12/4, 62, 26, 7, , , 
2015/12/5, 51, 28, 1, , , 
2015/12/6, 60, , , , , 
2015/12/8, 52, 41, 5, , , 
2015/12/9, 86, 25, 6, , , 
2015/12/10, 43, , , , , 
2015/12/29, 50, 22, 6, , , 
2015/12/30, 40, 18, 4, , , 
2015/12/31, 35, , , , , 
2016/1/4, 45, 36, 6, 9, , 6
2015/7/5, 15, 12, , , , 
2015/7/6, 14, 19, , , , 
2015/7/7, 26, 23, , , , 
2015/7/8, 36, 19, , , , 
2015/7/9, 33, 25, , , , 
2015/7/10, 39, 19, , , , 
2015/7/11, 38, , , , , 
2015/8/16, 45, 23, , , , 
2015/8/17, 40, , , , , 
2015/8/21, 17, 38, , , , 
2015/8/22, 70, , , , , 
2015/8/25, 37, 33, , , , 
2015/8/26, 48, 23, , , , 
2015/8/27, 35, 44, , , , 
2015/8/28, 87, 22, , , , 
2015/8/29, 29, , , , , 
2015/8/31, 18, 20, , , , 
2015/9/1, 28, 17, , , , 
2015/9/2, 31, 25, , , , 
2015/9/3, 40, 24, , , , 
2015/9/4, 28, 25, , , , 
2015/9/5, 38, 26, , , , 
2015/9/6, 40, 19, , , , 
2015/9/7, 28, 23, , , , 
2015/9/8, 26, 22, , , , 
2015/9/9, 29, 21, , , , 
2015/9/10, 29, 24, , , , 
2015/9/11, 29, 18, 6, , , 
2015/9/12, 25, 19, 11, , , 
2015/9/13, 28, 17, 13, , , 
2015/9/14, 25, 21, 9, , , 
2015/9/15, 37, 25, 8, , , 
2015/9/16, 46, 26, 8, , , 
2015/9/17, 48, 55, 6, , , 
2015/9/18, 107, 25, 8, , , 
2015/9/19, 39, 23, 9, , , 
2015/9/20, 32, 14, 10, , , 
2015/9/21, 19, 18, 9, , , 
2015/9/22, 26, 21, 7, , , 
2015/9/23, 35, 22, 5, , , 
2015/9/24, 31, 25, 14, , , 
2015/9/25, 53, 23, 7, , , 
2015/9/26, 47, 23, 7, , , 
2015/9/27, 39, 17, 9, , , 
2015/9/28, 32, 23, 8, , , 
2015/9/29, 42, 24, 9, , , 
2015/9/30, 39, , , , , 
2015/4/2, 71, 35, , , , 
2015/4/3, 63, 27, , , , 
2015/4/4, 45, 30, , , , 
2015/4/5, 48, 31, , , , 
2015/4/6, 43, 32, , , , 
2015/4/7, 57, 30, , , , 
2015/4/8, 55, 34, , , , 
2015/4/9, 54, 27, , , , 
2015/4/10, 52, 34, , , , 
2015/4/11, 56, 31, , , , 
2015/4/12, 54, 22, , , , 
2015/4/13, 35, 28, , , , 
2015/4/14, 50, 32, , , , 
2015/4/15, 56, 29, , , , 
2015/4/16, 51, 39, , , , 
2015/4/17, 70, 50, , , , 
2015/4/18, 97, 37, , , , 
2015/4/19, 71, 26, , , , 
2015/4/20, 43, 31, , , , 
2015/4/21, 50, 24, , , , 
2015/4/22, 34, 32, , , , 
2015/4/23, 51, , , , , 
2015/4/30, 39, , , , , 
2015/5/3, 96, 44, , , , 
2015/5/4, 79, 49, , , , 
2015/5/5, 88, 41, , , , 
2015/5/6, 72, 48, , , , 
2015/5/7, 75, 40, , , , 
2015/5/8, 67, 28, , , , 
2015/5/9, 52, 19, , , , 
2015/5/10, 28, 28, , , , 
2015/5/11, 49, 38, , , , 
2015/5/12, 59, 30, , , , 
2015/5/13, 51, 27, , , , 
2015/5/14, 41, 27, , , , 
2015/5/15, 46, 25, , , , 
2015/5/16, 42, 27, , , , 
2015/5/17, 40, 20, , , , 
2015/5/18, 32, 20, , , , 
2015/5/19, 30, 26, , , , 
2015/5/20, 39, 25, , , , 
2015/5/21, 35, 23, , , , 
2015/5/22, 27, 30, , , , 
2015/5/23, 43, 20, , , , 
2015/5/24, 24, 19, , , , 
2015/5/25, 21, 26, , , , 
2015/5/26, 39, 25, , , , 
2015/5/27, 32, 34, , , , 
2015/5/28, 50, 21, , , , 
2015/5/29, 23, 34, , , , 
2015/5/30, 58, 28, , , , 
2015/5/31, 45, 18, , , , 
2015/6/1, 24, 23, , , , 
2015/6/2, 30, 17, , , , 
2015/6/3, 27, 22, , , , 
2015/6/4, 29, , , , , 
2015/6/12, 95, , , , , 
2015/6/20, 21, , , , , 
2015/6/25, 23, 17, , , , 
2015/6/26, 25, 28, , , , 
2015/6/27, 50, , , , , 
2015/1/2, 38, 17, , , , 
2015/1/3, 31, 23, , , , 
2015/1/4, 39, 37, , , , 
2015/1/5, 45, 28, , , , 
2015/1/6, 38, 23, , , , 
2015/1/7, 36, 32, , , , 
2015/1/8, 41, 57, , , , 
2015/1/9, 58, 34, , , , 
2015/1/10, 51, 22, , , , 
2015/1/11, 42, 15, , , , 
2015/1/12, 32, 16, , , , 
2015/1/13, 29, 33, , , , 
2015/1/14, 58, 27, 10, , , 
2015/1/15, 54, 44, , , , 
2015/1/16, 74, 39, , , , 
2015/1/17, 73, 47, 2, , , 
2015/1/18, 101, 37, 2, , , 
2015/1/19, 80, 41, 1, , , 
2015/1/20, 79, 28, 1, , , 
2015/1/21, 49, 27, , , , 
2015/1/22, 40, 49, , , , 
2015/1/23, 87, 55, 2, , , 
2015/1/24, 100, 39, , , , 
2015/1/25, 64, 27, 2, , , 
2015/1/26, 49, 33, 2, , , 
2015/1/27, 55, 51, , , , 
2015/1/28, 106, 35, 1, , , 
2015/1/29, 62, 30, 1, , , 
2015/1/30, 52, 37, , , , 
2015/1/31, 65, 21, , , , 
2015/2/1, 36, 18, 1, , , 
2015/2/2, 31, 21, , , , 
2015/2/3, 35, 22, 1, , , 
2015/2/4, 35, 25, 2, , , 
2015/2/5, 39, 27, 1, , , 
2015/2/6, 46, 54, 1, , , 
2015/2/7, 106, 53, , , , 
2015/2/8, 99, 45, , , , 
2015/2/9, 88, 46, , , , 
2015/2/10, 79, 55, 4, , , 
2015/2/11, 92, , , , , 
2015/2/13, 56, 45, 5, , , 
2015/2/14, 61, 26, 8, , , 
2015/2/15, 42, 24, 6, , , 
2015/2/16, 36, , , , , 
